age,gender,height,weight,activity,bmr,tdee,calorie_needs,protein,fat,carbs
35,F,153,57,Active,1297,2237,2237,168,62,252
49,F,182,70,Active,1447,2496,2496,187,69,281
44,F,151,59,Moderate,1270,1968,1968,148,55,221
42,M,183,96,Moderate,2014,3122,3122,234,87,351
62,F,186,60,Light,1310,1801,1801,135,50,203
76,M,168,68,Moderate,1374,2130,2130,160,59,240
60,F,154,54,Active,1164,2008,2008,151,56,226
43,F,173,97,Moderate,1694,2626,2626,197,73,295
42,M,199,113,Light,2319,3189,3189,239,89,359
24,M,153,66,Active,1571,2710,2710,203,75,305
50,F,172,119,Very Active,1864,3542,3542,266,98,398
69,M,160,66,Moderate,1349,2091,2091,157,58,235
65,F,180,56,Active,1242,2142,2142,161,60,241
28,M,155,50,Very Active,1343,2552,2552,191,71,287
45,F,165,90,Sedentary,1596,1915,1915,144,53,215
28,M,187,103,Moderate,2207,3421,3421,257,95,385
41,M,160,63,Light,1467,2017,2017,151,56,227
31,F,179,78,Very Active,1589,3019,3019,226,84,340
73,F,165,106,Sedentary,1623,1948,1948,146,54,219
19,F,183,100,Very Active,1857,3528,3528,265,98,397
70,F,181,82,Active,1463,2524,2524,189,70,284
53,M,193,86,Sedentary,1866,2239,2239,168,62,252
60,F,195,108,Light,1791,2463,2463,185,68,277
79,M,180,106,Active,1924,3319,3319,249,92,373
64,M,151,53,Sedentary,1160,1392,1392,104,39,157
46,M,168,69,Light,1558,2142,2142,161,60,241
36,M,189,77,Light,1823,2507,2507,188,70,282
67,F,173,51,Light,1165,1602,1602,120,44,180
43,M,162,87,Light,1787,2457,2457,184,68,276
43,F,168,86,Sedentary,1577,1892,1892,142,53,213
57,F,187,53,Very Active,1270,2413,2413,181,67,271
43,F,181,115,Active,1886,3253,3253,244,90,366
71,M,169,46,Very Active,1113,2115,2115,159,59,238
74,F,170,111,Sedentary,1680,2016,2016,151,56,227
49,F,196,57,Moderate,1370,2124,2124,159,59,239
45,M,184,106,Light,2136,2937,2937,220,82,330
55,F,163,77,Sedentary,1426,1711,1711,128,48,192
72,M,172,69,Light,1429,1965,1965,147,55,221
70,F,175,76,Active,1389,2396,2396,180,67,270
48,M,171,118,Light,2217,3048,3048,229,85,343
64,M,173,90,Moderate,1761,2730,2730,205,76,307
44,M,192,108,Active,2207,3807,3807,286,106,428
18,F,154,77,Moderate,1559,2416,2416,181,67,272
77,M,173,82,Moderate,1580,2449,2449,184,68,276
35,M,157,92,Light,1876,2580,2580,194,72,290
77,M,153,119,Light,1980,2722,2722,204,76,306
49,F,197,119,Active,1946,3357,3357,252,93,378
54,M,167,95,Very Active,1856,3526,3526,264,98,397
28,F,162,92,Very Active,1679,3190,3190,239,89,359
63,M,151,104,Active,1849,3190,3190,239,89,359
74,F,196,114,Moderate,1789,2773,2773,208,77,312
22,M,187,69,Sedentary,1785,2142,2142,161,60,241
44,M,184,111,Light,2209,3037,3037,228,84,342
56,F,169,51,Active,1200,2070,2070,155,58,233
54,F,182,69,Light,1416,1947,1947,146,54,219
54,M,172,66,Very Active,1491,2833,2833,212,79,319
63,F,183,112,Moderate,1777,2754,2754,207,76,310
38,M,199,81,Moderate,1913,2965,2965,222,82,334
47,M,197,47,Moderate,1397,2165,2165,162,60,244
51,F,190,91,Very Active,1657,3148,3148,236,87,354
75,F,180,86,Light,1476,2030,2030,152,56,228
27,M,179,113,Very Active,2308,4385,4385,329,122,493
36,F,199,50,Sedentary,1371,1645,1645,123,46,185
75,F,169,111,Very Active,1673,3179,3179,238,88,358
50,M,194,67,Active,1633,2817,2817,211,78,317
42,M,163,50,Moderate,1302,2018,2018,151,56,227
67,F,168,51,Light,1150,1581,1581,119,44,178
69,M,176,91,Sedentary,1760,2112,2112,158,59,238
61,M,176,97,Moderate,1886,2923,2923,219,81,329
59,M,189,69,Very Active,1585,3012,3012,226,84,339
61,F,155,105,Moderate,1635,2534,2534,190,70,285
55,F,152,94,Moderate,1550,2402,2402,180,67,270
57,M,166,65,Very Active,1432,2721,2721,204,76,306
32,F,150,102,Light,1717,2361,2361,177,66,266
24,M,158,49,Sedentary,1367,1640,1640,123,46,184
51,F,160,88,Moderate,1536,2381,2381,179,66,268
60,M,153,61,Active,1299,2241,2241,168,62,252
41,M,184,51,Very Active,1422,2702,2702,203,75,304
64,F,171,100,Light,1625,2234,2234,168,62,251
68,F,163,63,Active,1241,2141,2141,161,59,241
78,F,156,102,Very Active,1536,2918,2918,219,81,328
18,M,160,115,Very Active,2295,4360,4360,327,121,490
56,F,192,99,Moderate,1715,2658,2658,199,74,299
35,F,154,52,Very Active,1254,2383,2383,179,66,268
24,M,152,77,Moderate,1713,2655,2655,199,74,299
36,M,151,66,Light,1493,2053,2053,154,57,231
29,M,152,74,Moderate,1645,2550,2550,191,71,287
76,M,167,79,Very Active,1517,2882,2882,216,80,324
33,M,195,86,Light,1989,2735,2735,205,76,308
75,M,186,71,Active,1506,2598,2598,195,72,292
30,M,163,110,Light,2174,2989,2989,224,83,336
60,M,181,90,Light,1822,2505,2505,188,70,282
35,M,168,68,Light,1607,2210,2210,166,61,249
33,F,172,92,Moderate,1688,2616,2616,196,73,294
33,M,187,88,Very Active,1977,3756,3756,282,104,423
23,F,163,88,Light,1667,2292,2292,172,64,258
74,M,158,100,Moderate,1766,2737,2737,205,76,308
33,F,199,83,Moderate,1689,2618,2618,196,73,295
61,F,163,85,Active,1474,2543,2543,191,71,286
42,M,193,91,Sedentary,1995,2394,2394,180,66,269
62,F,159,58,Light,1208,1661,1661,125,46,187
59,M,180,54,Light,1341,1844,1844,138,51,207
45,F,175,112,Very Active,1831,3479,3479,261,97,391
38,F,153,78,Moderate,1478,2291,2291,172,64,258
71,F,193,105,Moderate,1709,2649,2649,199,74,298
69,M,176,96,Active,1827,3152,3152,236,88,355
59,F,158,109,Active,1690,2915,2915,219,81,328
51,F,161,49,Light,1179,1621,1621,122,45,182
61,F,184,75,Moderate,1447,2243,2243,168,62,252
36,F,177,58,Active,1376,2374,2374,178,66,267
67,F,181,119,Sedentary,1819,2183,2183,164,61,246
76,F,197,69,Very Active,1367,2597,2597,195,72,292
23,M,150,116,Light,2232,3069,3069,230,85,345
61,F,157,69,Very Active,1308,2485,2485,186,69,280
78,F,166,87,Sedentary,1429,1715,1715,129,48,193
27,M,180,113,Sedentary,2313,2776,2776,208,77,312
36,F,171,110,Moderate,1839,2850,2850,214,79,321
46,F,174,120,Very Active,1897,3604,3604,270,100,405
44,M,181,97,Light,2007,2760,2760,207,77,310
40,F,156,100,Very Active,1682,3196,3196,240,89,360
65,F,171,91,Active,1537,2651,2651,199,74,298
24,M,197,94,Very Active,2157,4098,4098,307,114,461
53,F,192,112,Very Active,1849,3513,3513,263,98,395
19,F,188,58,Moderate,1484,2300,2300,172,64,259
36,F,190,90,Active,1713,2955,2955,222,82,332
71,F,151,83,Moderate,1375,2131,2131,160,59,240
36,M,183,91,Active,1981,3417,3417,256,95,384
52,F,186,85,Light,1585,2179,2179,163,61,245
50,F,158,109,Sedentary,1728,2074,2074,156,58,233
59,F,159,114,Light,1739,2391,2391,179,66,269
62,M,153,113,Very Active,1984,3770,3770,283,105,424
75,M,198,118,Very Active,2194,4169,4169,313,116,469
46,M,154,120,Moderate,2174,3370,3370,253,94,379
75,M,176,116,Light,2061,2834,2834,213,79,319
66,F,186,50,Light,1200,1650,1650,124,46,186
28,F,193,80,Light,1664,2288,2288,172,64,257
44,F,178,48,Moderate,1252,1941,1941,146,54,218
49,F,184,50,Moderate,1268,1965,1965,147,55,221
69,M,200,59,Active,1447,2496,2496,187,69,281
43,M,163,81,Light,1712,2354,2354,177,65,265
22,M,158,47,Sedentary,1351,1621,1621,122,45,182
40,M,158,100,Light,1959,2694,2694,202,75,303
54,M,166,76,Active,1597,2755,2755,207,77,310
57,F,167,90,Light,1550,2131,2131,160,59,240
56,F,162,77,Light,1419,1951,1951,146,54,219
23,F,189,76,Active,1636,2822,2822,212,78,317
50,F,199,52,Active,1328,2291,2291,172,64,258
67,M,183,94,Sedentary,1846,2215,2215,166,62,249
73,M,162,45,Light,1054,1449,1449,109,40,163
72,F,150,52,Sedentary,1081,1297,1297,97,36,146
24,F,151,66,Moderate,1422,2204,2204,165,61,248
19,F,160,69,Light,1499,2061,2061,155,57,232
59,M,173,78,Sedentary,1629,1955,1955,147,54,220
69,M,171,75,Active,1522,2625,2625,197,73,295
45,F,167,116,Light,1843,2534,2534,190,70,285
20,F,157,83,Sedentary,1615,1938,1938,145,54,218
35,F,171,85,Sedentary,1612,1934,1934,145,54,218
43,F,187,72,Very Active,1507,2863,2863,215,80,322
45,F,179,77,Light,1519,2089,2089,157,58,235
44,F,179,99,Very Active,1727,3281,3281,246,91,369
43,F,152,68,Moderate,1361,2110,2110,158,59,237
32,F,194,60,Very Active,1465,2784,2784,209,77,313
32,F,154,57,Light,1313,1805,1805,135,50,203
26,F,167,112,Moderate,1888,2926,2926,219,81,329
38,F,153,110,Light,1774,2439,2439,183,68,274
80,M,182,118,Light,2088,2871,2871,215,80,323
79,M,197,82,Moderate,1684,2610,2610,196,72,294
19,M,153,60,Sedentary,1519,1823,1823,137,51,205
75,F,199,108,Very Active,1738,3302,3302,248,92,371
43,F,199,72,Active,1544,2663,2663,200,74,300
25,F,182,45,Sedentary,1319,1583,1583,119,44,178
32,F,166,91,Moderate,1665,2581,2581,194,72,290
72,F,174,109,Very Active,1683,3198,3198,240,89,360
35,M,161,120,Light,2270,3121,3121,234,87,351
52,M,189,95,Sedentary,1973,2368,2368,178,66,266
53,M,170,64,Active,1461,2520,2520,189,70,284
40,M,171,94,Light,1941,2669,2669,200,74,300
68,F,187,64,Sedentary,1324,1589,1589,119,44,179
55,F,162,109,Moderate,1719,2664,2664,200,74,300
69,M,159,64,Active,1317,2272,2272,170,63,256
44,M,157,87,Moderate,1758,2725,2725,204,76,307
72,M,179,98,Very Active,1852,3519,3519,264,98,396
46,M,197,112,Very Active,2273,4319,4319,324,120,486
76,F,156,65,Light,1203,1654,1654,124,46,186
39,M,158,62,Light,1456,2002,2002,150,56,225
73,F,181,88,Active,1506,2598,2598,195,72,292
60,F,200,72,Sedentary,1473,1768,1768,133,49,199
71,M,156,73,Active,1412,2436,2436,183,68,274
29,M,194,108,Active,2302,3971,3971,298,110,447
41,M,160,98,Active,1936,3340,3340,250,93,376
55,M,183,114,Sedentary,2182,2618,2618,196,73,295
78,M,159,66,Moderate,1293,2004,2004,150,56,225
61,F,189,90,Light,1601,2201,2201,165,61,248
48,M,172,92,Moderate,1874,2905,2905,218,81,327
59,M,152,83,Moderate,1595,2472,2472,185,69,278
45,M,151,57,Very Active,1321,2510,2510,188,70,282
80,M,169,102,Sedentary,1812,2174,2174,163,60,245
60,F,177,51,Active,1208,2084,2084,156,58,234
62,M,188,104,Moderate,2032,3150,3150,236,88,354
61,M,173,82,Sedentary,1671,2005,2005,150,56,226
40,M,197,117,Moderate,2374,3680,3680,276,102,414
38,F,172,84,Very Active,1593,3027,3027,227,84,341
63,M,186,96,Moderate,1909,2959,2959,222,82,333
22,F,191,67,Very Active,1564,2972,2972,223,83,334
60,M,171,70,Moderate,1506,2334,2334,175,65,263
61,M,157,56,Moderate,1246,1931,1931,145,54,217
50,M,193,53,Active,1441,2486,2486,186,69,280
75,M,172,80,Active,1560,2691,2691,202,75,303
69,F,176,90,Sedentary,1526,1831,1831,137,51,206
39,F,194,86,Very Active,1675,3182,3182,239,88,358
65,M,151,104,Active,1837,3169,3169,238,88,357
67,M,183,72,Moderate,1551,2404,2404,180,67,270
76,F,184,96,Sedentary,1576,1891,1891,142,53,213
30,F,184,92,Light,1738,2390,2390,179,66,269
24,M,167,68,Moderate,1665,2581,2581,194,72,290
70,M,192,67,Active,1510,2605,2605,195,72,293
79,M,194,62,Light,1401,1926,1926,144,54,217
53,F,154,65,Active,1296,2236,2236,168,62,252
57,F,162,111,Very Active,1729,3285,3285,246,91,370
68,F,165,64,Very Active,1256,2386,2386,179,66,268
58,M,160,114,Active,2054,3543,3543,266,98,399
74,M,157,107,Moderate,1855,2875,2875,216,80,323
56,F,198,101,Active,1752,3022,3022,227,84,340
62,F,168,78,Sedentary,1421,1705,1705,128,47,192
65,M,184,84,Very Active,1728,3283,3283,246,91,369
57,M,156,50,Very Active,1183,2248,2248,169,62,253
34,M,185,109,Active,2243,3869,3869,290,107,435
26,F,196,73,Active,1617,2789,2789,209,77,314
61,M,173,47,Light,1202,1653,1653,124,46,186
38,M,158,91,Active,1850,3191,3191,239,89,359
69,M,153,61,Moderate,1248,1934,1934,145,54,218
70,M,191,71,Light,1559,2144,2144,161,60,241
66,F,169,91,Very Active,1527,2901,2901,218,81,326
52,M,165,75,Light,1590,2186,2186,164,61,246
70,M,161,51,Sedentary,1147,1376,1376,103,38,155
24,M,166,110,Sedentary,2222,2666,2666,200,74,300
69,F,160,92,Very Active,1495,2840,2840,213,79,320
69,M,157,104,Active,1843,3179,3179,238,88,358
65,M,175,53,Sedentary,1269,1523,1523,114,42,171
57,F,196,49,Sedentary,1261,1513,1513,113,42,170
63,M,178,49,Moderate,1241,1924,1924,144,53,216
44,M,192,105,Sedentary,2167,2600,2600,195,72,292
59,F,159,74,Light,1369,1882,1882,141,52,212
65,F,167,110,Active,1701,2934,2934,220,82,330
77,M,155,66,Sedentary,1279,1535,1535,115,43,173
78,F,180,58,Very Active,1204,2288,2288,172,64,257
78,F,192,64,Moderate,1296,2009,2009,151,56,226
27,F,152,102,Active,1745,3010,3010,226,84,339
48,M,159,116,Sedentary,2133,2560,2560,192,71,288
70,F,164,55,Moderate,1161,1800,1800,135,50,202
35,M,159,75,Very Active,1657,3148,3148,236,87,354
28,F,197,88,Moderate,1750,2712,2712,203,75,305
29,F,199,71,Active,1595,2751,2751,206,76,309
58,M,200,64,Light,1576,2167,2167,163,60,244
34,F,188,97,Moderate,1780,2759,2759,207,77,310
32,M,156,57,Light,1419,1951,1951,146,54,219
19,M,182,102,Very Active,2220,4218,4218,316,117,475
19,M,183,107,Sedentary,2292,2750,2750,206,76,309
62,F,188,107,Active,1751,3020,3020,226,84,340
25,F,198,93,Sedentary,1813,2176,2176,163,60,245
63,F,177,92,Active,1574,2715,2715,204,75,305
52,F,185,95,Moderate,1674,2595,2595,195,72,292
48,M,187,64,Very Active,1571,2985,2985,224,83,336
75,M,180,104,Very Active,1920,3648,3648,274,101,410
31,M,198,53,Active,1573,2713,2713,203,75,305
61,M,184,67,Sedentary,1523,1828,1828,137,51,206
18,M,187,50,Light,1553,2135,2135,160,59,240
52,M,191,59,Sedentary,1500,1800,1800,135,50,202
49,M,170,118,Very Active,2207,4193,4193,314,116,472
39,F,167,51,Light,1268,1744,1744,131,48,196
31,F,199,86,Active,1725,2976,2976,223,83,335
52,M,185,106,Active,2101,3624,3624,272,101,408
34,M,187,71,Light,1744,2398,2398,180,67,270
78,F,177,49,Sedentary,1111,1333,1333,100,37,150
60,F,188,114,Moderate,1824,2827,2827,212,79,318
24,M,150,118,Very Active,2253,4281,4281,321,119,482
54,M,172,74,Sedentary,1599,1919,1919,144,53,216
29,F,152,109,Active,1801,3107,3107,233,86,350
75,M,190,61,Sedentary,1392,1670,1670,125,46,188
46,F,200,65,Moderate,1469,2277,2277,171,63,256
39,F,191,61,Active,1435,2475,2475,186,69,278
69,F,195,69,Very Active,1391,2643,2643,198,73,297
53,F,196,67,Active,1445,2493,2493,187,69,280
74,F,169,81,Light,1400,1925,1925,144,53,217
21,F,189,110,Sedentary,1959,2351,2351,176,65,264
18,M,188,93,Very Active,2134,4055,4055,304,113,456
35,F,174,100,Active,1760,3036,3036,228,84,342
50,M,178,53,Moderate,1369,2122,2122,159,59,239
38,F,186,59,Light,1405,1932,1932,145,54,217
26,F,177,95,Active,1762,3039,3039,228,84,342
35,F,163,55,Very Active,1310,2489,2489,187,69,280
37,M,189,114,Very Active,2313,4395,4395,330,122,494
37,F,150,96,Sedentary,1640,1968,1968,148,55,221
23,M,188,94,Light,2119,2914,2914,219,81,328
29,F,159,85,Very Active,1601,3042,3042,228,84,342
51,M,183,98,Very Active,1990,3781,3781,284,105,425
71,F,153,60,Moderate,1169,1812,1812,136,50,204
42,F,169,71,Very Active,1446,2747,2747,206,76,309
33,F,166,50,Sedentary,1281,1537,1537,115,43,173
72,F,160,68,Light,1260,1732,1732,130,48,195
48,M,168,90,Sedentary,1828,2194,2194,165,61,247
33,F,190,72,Very Active,1559,2962,2962,222,82,333
65,F,196,86,Light,1569,2157,2157,162,60,243
77,M,198,48,Very Active,1244,2364,2364,177,66,266
44,F,181,105,Active,1789,3086,3086,231,86,347
32,M,196,100,Very Active,2187,4155,4155,312,115,467
22,F,193,73,Active,1625,2803,2803,210,78,315
54,M,173,100,Light,1952,2684,2684,201,75,302
41,F,150,64,Light,1327,1825,1825,137,51,205
61,F,174,106,Moderate,1703,2640,2640,198,73,297
30,M,194,60,Active,1653,2851,2851,214,79,321
44,F,156,78,Moderate,1462,2266,2266,170,63,255
42,M,165,101,Light,1995,2743,2743,206,76,309
53,M,156,95,Moderate,1809,2804,2804,210,78,315
59,M,186,76,Active,1664,2870,2870,215,80,323
72,F,160,45,Light,1048,1441,1441,108,40,162
41,F,198,53,Very Active,1374,2611,2611,196,73,294
75,M,188,71,Light,1516,2084,2084,156,58,234
54,M,193,65,Very Active,1579,3000,3000,225,83,338
74,F,162,67,Active,1249,2155,2155,162,60,242
47,F,198,83,Moderate,1625,2519,2519,189,70,283
39,F,156,115,Very Active,1825,3468,3468,260,96,390
51,M,155,95,Very Active,1815,3448,3448,259,96,388
65,M,194,108,Active,2097,3617,3617,271,100,407
43,F,159,46,Active,1179,2034,2034,153,56,229
49,F,171,93,Very Active,1625,3088,3088,232,86,347
62,F,164,89,Active,1510,2605,2605,195,72,293
19,F,198,64,Sedentary,1571,1885,1885,141,52,212
72,F,161,102,Light,1578,2170,2170,163,60,244
55,M,161,67,Very Active,1446,2747,2747,206,76,309
54,M,196,45,Sedentary,1325,1590,1590,119,44,179
58,M,176,63,Light,1448,1991,1991,149,55,224
18,M,187,119,Light,2478,3407,3407,256,95,383
24,M,199,112,Light,2408,3311,3311,248,92,372
18,M,190,73,Light,1876,2580,2580,194,72,290
80,F,153,98,Active,1481,2555,2555,192,71,287
24,F,176,101,Light,1823,2507,2507,188,70,282
78,F,194,59,Sedentary,1256,1507,1507,113,42,170
27,F,165,100,Moderate,1767,2739,2739,205,76,308
80,M,198,91,Active,1804,3112,3112,233,86,350
21,M,160,93,Moderate,1983,3074,3074,231,85,346
23,M,168,65,Light,1635,2248,2248,169,62,253
34,M,197,112,Active,2341,4038,4038,303,112,454
65,M,185,57,Very Active,1371,2605,2605,195,72,293
38,F,176,95,Moderate,1707,2646,2646,198,74,298
71,F,198,56,Light,1271,1748,1748,131,49,197
53,M,151,108,Very Active,1959,3722,3722,279,103,419
33,F,188,111,Active,1914,3302,3302,248,92,371
21,F,189,46,Light,1368,1881,1881,141,52,212
48,M,195,49,Sedentary,1408,1690,1690,127,47,190
69,F,168,60,Moderate,1224,1897,1897,142,53,213
50,M,198,47,Sedentary,1384,1661,1661,125,46,187
47,M,172,76,Very Active,1665,3164,3164,237,88,356
30,F,178,87,Light,1674,2302,2302,173,64,259
55,F,182,115,Very Active,1837,3490,3490,262,97,393
70,M,192,76,Very Active,1631,3099,3099,232,86,349
70,F,196,69,Light,1390,1911,1911,143,53,215
69,F,170,104,Light,1637,2251,2251,169,63,253
57,M,156,83,Moderate,1625,2519,2519,189,70,283
41,M,169,59,Very Active,1457,2768,2768,208,77,311
73,M,169,92,Light,1717,2361,2361,177,66,266
69,M,155,55,Active,1177,2030,2030,152,56,228
22,M,171,66,Sedentary,1668,2002,2002,150,56,225
52,M,199,71,Sedentary,1699,2039,2039,153,57,229
46,M,156,119,Light,2170,2984,2984,224,83,336
79,F,171,64,Active,1227,2117,2117,159,59,238
36,F,177,64,Very Active,1432,2721,2721,204,76,306
36,F,188,101,Moderate,1808,2802,2802,210,78,315
79,F,171,72,Moderate,1301,2017,2017,151,56,227
31,M,160,49,Active,1337,2306,2306,173,64,259
38,M,155,86,Active,1769,3052,3052,229,85,343
42,M,172,45,Moderate,1278,1981,1981,149,55,223
41,F,186,74,Light,1531,2105,2105,158,58,237
19,M,163,112,Sedentary,2263,2716,2716,204,75,306
42,F,193,48,Very Active,1308,2485,2485,186,69,280
25,M,156,58,Moderate,1472,2282,2282,171,63,257
56,F,164,113,Sedentary,1758,2110,2110,158,59,237
62,F,191,46,Very Active,1196,2272,2272,170,63,256
61,M,162,93,Light,1765,2427,2427,182,67,273
20,F,177,86,Active,1705,2941,2941,221,82,331
75,M,167,69,Active,1388,2394,2394,180,66,269
33,F,176,88,Very Active,1664,3162,3162,237,88,356
61,M,198,45,Active,1295,2234,2234,168,62,251
37,M,168,67,Light,1582,2175,2175,163,60,245
21,M,171,66,Very Active,1674,3181,3181,239,88,358
35,F,155,69,Very Active,1414,2687,2687,202,75,302
39,F,194,112,Very Active,1915,3638,3638,273,101,409
66,F,156,84,Very Active,1422,2702,2702,203,75,304
75,M,153,111,Sedentary,1884,2261,2261,170,63,254
63,F,164,65,Moderate,1284,1990,1990,149,55,224
70,M,176,99,Light,1862,2560,2560,192,71,288
18,M,181,70,Light,1793,2465,2465,185,68,277
23,F,157,105,Moderate,1805,2798,2798,210,78,315
71,F,177,81,Moderate,1438,2229,2229,167,62,251
45,F,181,116,Active,1886,3253,3253,244,90,366
20,F,158,63,Very Active,1433,2723,2723,204,76,306
21,F,195,116,Active,2033,3507,3507,263,97,395
33,M,181,75,Moderate,1774,2750,2750,206,76,309
38,M,155,98,Very Active,1929,3665,3665,275,102,412
24,M,176,76,Light,1815,2496,2496,187,69,281
33,F,184,89,Very Active,1698,3226,3226,242,90,363
38,M,166,107,Moderate,2103,3260,3260,244,91,367
43,F,179,47,Sedentary,1251,1501,1501,113,42,169
36,F,181,49,Active,1306,2253,2253,169,63,253
21,M,151,85,Active,1833,3162,3162,237,88,356
67,F,170,47,Moderate,1119,1734,1734,130,48,195
35,F,160,107,Sedentary,1781,2137,2137,160,59,240
21,F,158,77,Very Active,1558,2960,2960,222,82,333
59,F,193,107,Moderate,1779,2757,2757,207,77,310
60,M,166,54,Very Active,1268,2409,2409,181,67,271
68,M,190,82,Sedentary,1713,2056,2056,154,57,231
65,M,192,54,Moderate,1364,2114,2114,159,59,238
23,M,172,53,Very Active,1493,2837,2837,213,79,319
76,F,198,99,Sedentary,1647,1976,1976,148,55,222
63,M,167,49,Active,1189,2051,2051,154,57,231
77,F,198,61,Moderate,1292,2003,2003,150,56,225
71,M,196,48,Moderate,1269,1967,1967,148,55,221
75,M,177,107,Active,1945,3355,3355,252,93,377
53,F,166,74,Moderate,1417,2196,2196,165,61,247
69,F,168,61,Sedentary,1233,1480,1480,111,41,166
49,M,182,81,Sedentary,1769,2123,2123,159,59,239
61,F,160,75,Sedentary,1373,1648,1648,124,46,185
69,F,159,68,Light,1270,1746,1746,131,48,196
61,F,198,120,Sedentary,1907,2288,2288,172,64,257
42,M,158,84,Active,1734,2991,2991,224,83,336
69,M,182,64,Moderate,1427,2212,2212,166,61,249
40,F,157,113,Sedentary,1806,2167,2167,163,60,244
37,F,189,108,Active,1872,3229,3229,242,90,363
52,F,174,60,Sedentary,1316,1579,1579,118,44,178
58,F,200,49,Moderate,1269,1967,1967,148,55,221
75,F,184,49,Very Active,1146,2177,2177,163,60,245
70,M,157,53,Active,1154,1991,1991,149,55,224
22,F,196,95,Active,1838,3171,3171,238,88,357
73,F,198,111,Very Active,1771,3365,3365,252,93,379
27,F,156,92,Active,1665,2872,2872,215,80,323
77,F,181,63,Light,1257,1728,1728,130,48,194
28,M,177,60,Moderate,1583,2454,2454,184,68,276
60,M,182,85,Light,1760,2420,2420,182,67,272
57,F,176,54,Light,1245,1712,1712,128,48,193
72,M,162,69,Light,1381,1899,1899,142,53,214
70,M,170,45,Very Active,1110,2109,2109,158,59,237
20,M,198,93,Light,2171,2985,2985,224,83,336
53,F,183,60,Sedentary,1340,1608,1608,121,45,181
67,M,192,69,Active,1554,2681,2681,201,74,302
28,M,164,113,Moderate,2230,3456,3456,259,96,389
44,M,150,115,Light,2099,2886,2886,216,80,325
19,M,160,57,Active,1512,2608,2608,196,72,293
48,M,165,71,Moderate,1559,2416,2416,181,67,272
55,F,173,46,Very Active,1171,2225,2225,167,62,250
